UMAP_dim	cluster_num	rep1	rep2	ARI	NMI
2	1	3	11	NA	NA
2	1	3	12	NA	NA
2	1	3	13	NA	NA
2	1	3	14	NA	NA
2	1	3	15	NA	NA
2	1	3	16	NA	NA
2	1	3	17	NA	NA
2	1	3	18	NA	NA
2	1	3	19	NA	NA
2	1	3	20	NA	NA
2	1	3	21	NA	NA
2	1	3	22	NA	NA
2	1	3	23	NA	NA
2	1	3	24	NA	NA
2	1	3	25	NA	NA
2	1	3	26	NA	NA
2	1	3	27	NA	NA
2	1	3	28	NA	NA
2	1	3	29	NA	NA
2	1	3	30	NA	NA
2	1	3	31	NA	NA
2	1	3	32	NA	NA
2	1	3	33	NA	NA
2	1	3	34	NA	NA
2	1	3	35	NA	NA
2	1	3	36	NA	NA
2	1	3	37	NA	NA
2	1	3	38	NA	NA
2	1	3	39	NA	NA
2	1	3	40	NA	NA
2	1	3	41	NA	NA
2	1	3	42	NA	NA
2	1	3	43	NA	NA
2	1	3	44	NA	NA
2	1	3	45	NA	NA
2	1	3	46	NA	NA
2	1	3	47	NA	NA
2	1	3	48	NA	NA
2	1	3	49	NA	NA
2	1	3	50	NA	NA
2	1	4	5	NA	NA
2	1	4	6	NA	NA
2	1	4	7	NA	NA
2	1	4	8	NA	NA
2	1	4	9	NA	NA
2	1	4	10	NA	NA
2	1	4	11	NA	NA
2	1	4	12	NA	NA
2	1	4	13	NA	NA
2	1	4	14	NA	NA
2	1	4	15	NA	NA
2	1	4	16	NA	NA
2	1	4	17	NA	NA
2	1	4	18	NA	NA
2	1	4	19	NA	NA
2	1	4	20	NA	NA
2	1	4	21	NA	NA
2	1	4	22	NA	NA
2	1	4	23	NA	NA
2	1	4	24	NA	NA
2	1	4	25	NA	NA
2	1	4	26	NA	NA
2	1	4	27	NA	NA
2	1	4	28	NA	NA
2	1	4	29	NA	NA
2	1	4	30	NA	NA
2	1	4	31	NA	NA
2	1	4	32	NA	NA
2	1	4	33	NA	NA
2	1	4	34	NA	NA
2	1	4	35	NA	NA
2	1	4	36	NA	NA
2	1	4	37	NA	NA
2	1	4	38	NA	NA
2	1	4	39	NA	NA
2	1	4	40	NA	NA
2	1	4	41	NA	NA
2	1	4	42	NA	NA
2	1	4	43	NA	NA
2	1	4	44	NA	NA
2	1	4	45	NA	NA
2	1	4	46	NA	NA
2	1	4	47	NA	NA
2	1	4	48	NA	NA
2	1	4	49	NA	NA
2	1	4	50	NA	NA
2	1	5	6	NA	NA
2	1	5	7	NA	NA
2	1	5	8	NA	NA
2	1	5	9	NA	NA
2	1	5	10	NA	NA
2	1	5	11	NA	NA
2	1	5	12	NA	NA
2	1	5	13	NA	NA
2	1	5	14	NA	NA
2	1	5	15	NA	NA
2	1	5	16	NA	NA
2	1	5	17	NA	NA
2	1	5	18	NA	NA
2	1	5	19	NA	NA
2	1	5	20	NA	NA
2	1	5	21	NA	NA
2	1	5	22	NA	NA
2	1	5	23	NA	NA
2	1	5	24	NA	NA
2	1	5	25	NA	NA
2	1	5	26	NA	NA
2	1	5	27	NA	NA
2	1	5	28	NA	NA
2	1	5	29	NA	NA
2	1	5	30	NA	NA
2	1	5	31	NA	NA
2	1	5	32	NA	NA
2	1	5	33	NA	NA
2	1	5	34	NA	NA
2	1	5	35	NA	NA
2	1	5	36	NA	NA
2	1	5	37	NA	NA
2	1	5	38	NA	NA
2	1	5	39	NA	NA
2	1	5	40	NA	NA
2	1	5	41	NA	NA
2	1	5	42	NA	NA
2	1	5	43	NA	NA
2	1	5	44	NA	NA
2	1	5	45	NA	NA
2	1	5	46	NA	NA
2	1	5	47	NA	NA
2	1	5	48	NA	NA
2	1	5	49	NA	NA
2	1	5	50	NA	NA
2	1	6	7	NA	NA
2	1	6	8	NA	NA
2	1	6	9	NA	NA
2	1	6	10	NA	NA
2	1	6	11	NA	NA
2	1	6	12	NA	NA
2	1	6	13	NA	NA
2	1	6	14	NA	NA
2	1	6	15	NA	NA
2	1	6	16	NA	NA
2	1	6	17	NA	NA
2	1	6	18	NA	NA
2	1	6	19	NA	NA
2	1	6	20	NA	NA
2	1	6	21	NA	NA
2	1	6	22	NA	NA
2	1	6	23	NA	NA
2	1	6	24	NA	NA
2	1	6	25	NA	NA
2	1	6	26	NA	NA
2	1	6	27	NA	NA
2	1	6	28	NA	NA
2	1	6	29	NA	NA
2	1	6	30	NA	NA
2	1	6	31	NA	NA
2	1	6	32	NA	NA
2	1	6	33	NA	NA
2	1	6	34	NA	NA
2	1	6	35	NA	NA
2	1	6	36	NA	NA
2	1	6	37	NA	NA
2	1	6	38	NA	NA
2	1	6	39	NA	NA
2	1	6	40	NA	NA
2	1	6	41	NA	NA
2	1	6	42	NA	NA
2	1	6	43	NA	NA
2	1	6	44	NA	NA
2	1	6	45	NA	NA
2	1	6	46	NA	NA
2	1	6	47	NA	NA
2	1	6	48	NA	NA
2	1	6	49	NA	NA
2	1	6	50	NA	NA
2	1	7	8	NA	NA
2	1	7	9	NA	NA
2	1	7	10	NA	NA
2	1	7	11	NA	NA
2	1	7	12	NA	NA
2	1	7	13	NA	NA
2	1	7	14	NA	NA
2	1	7	15	NA	NA
2	1	7	16	NA	NA
2	1	7	17	NA	NA
2	1	7	18	NA	NA
2	1	7	19	NA	NA
2	1	7	20	NA	NA
2	1	7	21	NA	NA
2	1	7	22	NA	NA
2	1	7	23	NA	NA
2	1	7	24	NA	NA
2	1	7	25	NA	NA
2	1	7	26	NA	NA
2	1	7	27	NA	NA
2	1	7	28	NA	NA
2	1	7	29	NA	NA
2	1	7	30	NA	NA
2	1	7	31	NA	NA
2	1	7	32	NA	NA
2	1	7	33	NA	NA
2	1	7	34	NA	NA
2	1	7	35	NA	NA
2	1	7	36	NA	NA
2	1	7	37	NA	NA
2	1	7	38	NA	NA
2	1	7	39	NA	NA
2	1	7	40	NA	NA
2	1	7	41	NA	NA
2	1	7	42	NA	NA
2	1	7	43	NA	NA
2	1	7	44	NA	NA
2	1	7	45	NA	NA
2	1	7	46	NA	NA
2	1	7	47	NA	NA
2	1	7	48	NA	NA
2	1	7	49	NA	NA
2	1	7	50	NA	NA
2	1	8	9	NA	NA
2	1	8	10	NA	NA
2	1	8	11	NA	NA
2	1	8	12	NA	NA
2	1	8	13	NA	NA
2	1	8	14	NA	NA
2	1	8	15	NA	NA
2	1	8	16	NA	NA
2	1	8	17	NA	NA
2	1	8	18	NA	NA
2	1	8	19	NA	NA
2	1	8	20	NA	NA
2	1	8	21	NA	NA
2	1	8	22	NA	NA
2	1	8	23	NA	NA
2	1	8	24	NA	NA
2	1	8	25	NA	NA
2	1	8	26	NA	NA
2	1	8	27	NA	NA
2	1	8	28	NA	NA
2	1	8	29	NA	NA
2	1	8	30	NA	NA
2	1	8	31	NA	NA
2	1	8	32	NA	NA
2	1	8	33	NA	NA
2	1	8	34	NA	NA
2	1	8	35	NA	NA
2	1	8	36	NA	NA
2	1	8	37	NA	NA
2	1	8	38	NA	NA
2	1	8	39	NA	NA
2	1	8	40	NA	NA
2	1	8	41	NA	NA
2	1	8	42	NA	NA
2	1	8	43	NA	NA
2	1	8	44	NA	NA
2	1	8	45	NA	NA
2	1	8	46	NA	NA
2	1	8	47	NA	NA
2	1	8	48	NA	NA
2	1	8	49	NA	NA
2	1	8	50	NA	NA
2	1	9	10	NA	NA
2	1	9	11	NA	NA
2	1	9	12	NA	NA
2	1	9	13	NA	NA
2	1	9	14	NA	NA
2	1	9	15	NA	NA
2	1	9	16	NA	NA
2	1	9	17	NA	NA
2	1	9	18	NA	NA
2	1	9	19	NA	NA
2	1	9	20	NA	NA
2	1	9	21	NA	NA
2	1	9	22	NA	NA
2	1	9	23	NA	NA
2	1	9	24	NA	NA
2	1	9	25	NA	NA
2	1	9	26	NA	NA
2	1	9	27	NA	NA
2	1	9	28	NA	NA
2	1	9	29	NA	NA
2	1	9	30	NA	NA
2	1	9	31	NA	NA
2	1	9	32	NA	NA
2	1	9	33	NA	NA
2	1	9	34	NA	NA
2	1	9	35	NA	NA
2	1	9	36	NA	NA
2	1	9	37	NA	NA
2	1	9	38	NA	NA
2	1	9	39	NA	NA
2	1	9	40	NA	NA
2	1	9	41	NA	NA
2	1	9	42	NA	NA
2	1	9	43	NA	NA
2	1	9	44	NA	NA
2	1	9	45	NA	NA
2	1	9	46	NA	NA
2	1	9	47	NA	NA
2	1	9	48	NA	NA
2	1	9	49	NA	NA
2	1	9	50	NA	NA
2	1	10	11	NA	NA
2	1	10	12	NA	NA
2	1	10	13	NA	NA
2	1	10	14	NA	NA
2	1	10	15	NA	NA
2	1	10	16	NA	NA
2	1	10	17	NA	NA
2	1	10	18	NA	NA
2	1	10	19	NA	NA
2	1	10	20	NA	NA
2	1	10	21	NA	NA
2	1	10	22	NA	NA
2	1	10	23	NA	NA
2	1	10	24	NA	NA
2	1	10	25	NA	NA
2	1	10	26	NA	NA
2	1	10	27	NA	NA
2	1	10	28	NA	NA
2	1	10	29	NA	NA
2	1	10	30	NA	NA
2	1	10	31	NA	NA
2	1	10	32	NA	NA
2	1	10	33	NA	NA
2	1	10	34	NA	NA
2	1	10	35	NA	NA
2	1	10	36	NA	NA
2	1	10	37	NA	NA
2	1	10	38	NA	NA
2	1	10	39	NA	NA
2	1	10	40	NA	NA
2	1	10	41	NA	NA
2	1	10	42	NA	NA
2	1	10	43	NA	NA
2	1	10	44	NA	NA
2	1	10	45	NA	NA
2	1	10	46	NA	NA
2	1	10	47	NA	NA
2	1	10	48	NA	NA
2	1	10	49	NA	NA
2	1	10	50	NA	NA
2	1	11	12	NA	NA
2	1	11	13	NA	NA
2	1	11	14	NA	NA
2	1	11	15	NA	NA
2	1	11	16	NA	NA
2	1	11	17	NA	NA
2	1	11	18	NA	NA
2	1	11	19	NA	NA
2	1	11	20	NA	NA
2	1	11	21	NA	NA
2	1	11	22	NA	NA
2	1	11	23	NA	NA
2	1	11	24	NA	NA
2	1	11	25	NA	NA
2	1	11	26	NA	NA
2	1	11	27	NA	NA
2	1	11	28	NA	NA
2	1	11	29	NA	NA
2	1	11	30	NA	NA
2	1	11	31	NA	NA
2	1	11	32	NA	NA
2	1	11	33	NA	NA
2	1	11	34	NA	NA
2	1	11	35	NA	NA
2	1	11	36	NA	NA
2	1	11	37	NA	NA
2	1	11	38	NA	NA
2	1	11	39	NA	NA
2	1	11	40	NA	NA
2	1	11	41	NA	NA
2	1	11	42	NA	NA
2	1	11	43	NA	NA
2	1	11	44	NA	NA
2	1	11	45	NA	NA
2	1	11	46	NA	NA
2	1	11	47	NA	NA
2	1	11	48	NA	NA
2	1	11	49	NA	NA
2	1	11	50	NA	NA
2	1	12	13	NA	NA
2	1	12	14	NA	NA
2	1	12	15	NA	NA
2	1	12	16	NA	NA
2	1	12	17	NA	NA
2	1	12	18	NA	NA
2	1	12	19	NA	NA
2	1	12	20	NA	NA
2	1	12	21	NA	NA
2	1	12	22	NA	NA
2	1	12	23	NA	NA
2	1	12	24	NA	NA
2	1	12	25	NA	NA
2	1	12	26	NA	NA
2	1	12	27	NA	NA
2	1	12	28	NA	NA
2	1	12	29	NA	NA
2	1	12	30	NA	NA
2	1	12	31	NA	NA
2	1	12	32	NA	NA
2	1	12	33	NA	NA
2	1	12	34	NA	NA
2	1	12	35	NA	NA
2	1	12	36	NA	NA
2	1	12	37	NA	NA
2	1	12	38	NA	NA
2	1	12	39	NA	NA
2	1	12	40	NA	NA
2	1	12	41	NA	NA
2	1	12	42	NA	NA
2	1	12	43	NA	NA
2	1	12	44	NA	NA
2	1	12	45	NA	NA
2	1	12	46	NA	NA
2	1	12	47	NA	NA
2	1	12	48	NA	NA
2	1	12	49	NA	NA
2	1	12	50	NA	NA
2	1	13	14	NA	NA
2	1	13	15	NA	NA
2	1	13	16	NA	NA
2	1	13	17	NA	NA
2	1	13	18	NA	NA
2	1	13	19	NA	NA
2	1	13	20	NA	NA
2	1	13	21	NA	NA
2	1	13	22	NA	NA
2	1	13	23	NA	NA
2	1	13	24	NA	NA
2	1	13	25	NA	NA
2	1	13	26	NA	NA
2	1	13	27	NA	NA
2	1	13	28	NA	NA
2	1	13	29	NA	NA
2	1	13	30	NA	NA
2	1	13	31	NA	NA
2	1	13	32	NA	NA
2	1	13	33	NA	NA
2	1	13	34	NA	NA
2	1	13	35	NA	NA
2	1	13	36	NA	NA
2	1	13	37	NA	NA
2	1	13	38	NA	NA
2	1	13	39	NA	NA
2	1	13	40	NA	NA
2	1	13	41	NA	NA
2	1	13	42	NA	NA
2	1	13	43	NA	NA
2	1	13	44	NA	NA
2	1	13	45	NA	NA
2	1	13	46	NA	NA
2	1	13	47	NA	NA
2	1	13	48	NA	NA
2	1	13	49	NA	NA
2	1	13	50	NA	NA
2	1	14	15	NA	NA
2	1	14	16	NA	NA
2	1	14	17	NA	NA
2	1	14	18	NA	NA
2	1	14	19	NA	NA
2	1	14	20	NA	NA
2	1	14	21	NA	NA
2	1	14	22	NA	NA
2	1	14	23	NA	NA
2	1	14	24	NA	NA
2	1	14	25	NA	NA
2	1	14	26	NA	NA
2	1	14	27	NA	NA
2	1	14	28	NA	NA
2	1	14	29	NA	NA
2	1	14	30	NA	NA
2	1	14	31	NA	NA
2	1	14	32	NA	NA
2	1	14	33	NA	NA
2	1	14	34	NA	NA
2	1	14	35	NA	NA
2	1	14	36	NA	NA
2	1	14	37	NA	NA
2	1	14	38	NA	NA
2	1	14	39	NA	NA
2	1	14	40	NA	NA
2	1	14	41	NA	NA
2	1	14	42	NA	NA
2	1	14	43	NA	NA
2	1	14	44	NA	NA
2	1	14	45	NA	NA
2	1	14	46	NA	NA
2	1	14	47	NA	NA
2	1	14	48	NA	NA
2	1	14	49	NA	NA
2	1	14	50	NA	NA
2	1	15	16	NA	NA
2	1	15	17	NA	NA
2	1	15	18	NA	NA
2	1	15	19	NA	NA
2	1	15	20	NA	NA
2	1	15	21	NA	NA
2	1	15	22	NA	NA
2	1	15	23	NA	NA
2	1	15	24	NA	NA
2	1	15	25	NA	NA
2	1	15	26	NA	NA
2	1	15	27	NA	NA
2	1	15	28	NA	NA
2	1	15	29	NA	NA
2	1	15	30	NA	NA
2	1	15	31	NA	NA
2	1	15	32	NA	NA
2	1	15	33	NA	NA
2	1	15	34	NA	NA
2	1	15	35	NA	NA
2	1	15	36	NA	NA
2	1	15	37	NA	NA
2	1	15	38	NA	NA
2	1	15	39	NA	NA
2	1	15	40	NA	NA
2	1	15	41	NA	NA
2	1	15	42	NA	NA
2	1	15	43	NA	NA
2	1	15	44	NA	NA
2	1	15	45	NA	NA
2	1	15	46	NA	NA
2	1	15	47	NA	NA
2	1	15	48	NA	NA
2	1	15	49	NA	NA
2	1	15	50	NA	NA
2	1	16	17	NA	NA
2	1	16	18	NA	NA
2	1	16	19	NA	NA
2	1	16	20	NA	NA
2	1	16	21	NA	NA
2	1	16	22	NA	NA
2	1	16	23	NA	NA
2	1	16	24	NA	NA
2	1	16	25	NA	NA
2	1	16	26	NA	NA
2	1	16	27	NA	NA
2	1	16	28	NA	NA
2	1	16	29	NA	NA
2	1	16	30	NA	NA
2	1	16	31	NA	NA
2	1	16	32	NA	NA
2	1	16	33	NA	NA
2	1	16	34	NA	NA
2	1	16	35	NA	NA
2	1	16	36	NA	NA
2	1	16	37	NA	NA
2	1	16	38	NA	NA
2	1	16	39	NA	NA
2	1	16	40	NA	NA
2	1	16	41	NA	NA
2	1	16	42	NA	NA
2	1	16	43	NA	NA
2	1	16	44	NA	NA
2	1	16	45	NA	NA
2	1	16	46	NA	NA
2	1	16	47	NA	NA
2	1	16	48	NA	NA
2	1	16	49	NA	NA
2	1	16	50	NA	NA
2	1	17	18	NA	NA
2	1	17	19	NA	NA
2	1	17	20	NA	NA
2	1	17	21	NA	NA
2	1	17	22	NA	NA
2	1	17	23	NA	NA
2	1	17	24	NA	NA
2	1	17	25	NA	NA
2	1	17	26	NA	NA
2	1	17	27	NA	NA
2	1	17	28	NA	NA
2	1	17	29	NA	NA
2	1	17	30	NA	NA
2	1	17	31	NA	NA
2	1	17	32	NA	NA
2	1	17	33	NA	NA
2	1	17	34	NA	NA
2	1	17	35	NA	NA
2	1	17	36	NA	NA
2	1	17	37	NA	NA
2	1	17	38	NA	NA
2	1	17	39	NA	NA
2	1	17	40	NA	NA
2	1	17	41	NA	NA
2	1	17	42	NA	NA
2	1	17	43	NA	NA
2	1	17	44	NA	NA
2	1	17	45	NA	NA
2	1	17	46	NA	NA
2	1	17	47	NA	NA
2	1	17	48	NA	NA
2	1	17	49	NA	NA
2	1	17	50	NA	NA
2	1	18	19	NA	NA
2	1	18	20	NA	NA
2	1	18	21	NA	NA
2	1	18	22	NA	NA
2	1	18	23	NA	NA
2	1	18	24	NA	NA
2	1	18	25	NA	NA
2	1	18	26	NA	NA
2	1	18	27	NA	NA
2	1	18	28	NA	NA
2	1	18	29	NA	NA
2	1	18	30	NA	NA
2	1	18	31	NA	NA
2	1	18	32	NA	NA
2	1	18	33	NA	NA
2	1	18	34	NA	NA
2	1	18	35	NA	NA
2	1	18	36	NA	NA
2	1	18	37	NA	NA
2	1	18	38	NA	NA
2	1	18	39	NA	NA
2	1	18	40	NA	NA
2	1	18	41	NA	NA
2	1	18	42	NA	NA
2	1	18	43	NA	NA
2	1	18	44	NA	NA
2	1	18	45	NA	NA
2	1	18	46	NA	NA
2	1	18	47	NA	NA
2	1	18	48	NA	NA
2	1	18	49	NA	NA
2	1	18	50	NA	NA
2	1	19	20	NA	NA
2	1	19	21	NA	NA
2	1	19	22	NA	NA
2	1	19	23	NA	NA
2	1	19	24	NA	NA
2	1	19	25	NA	NA
2	1	19	26	NA	NA
2	1	19	27	NA	NA
2	1	19	28	NA	NA
2	1	19	29	NA	NA
2	1	19	30	NA	NA
2	1	19	31	NA	NA
2	1	19	32	NA	NA
2	1	19	33	NA	NA
2	1	19	34	NA	NA
2	1	19	35	NA	NA
2	1	19	36	NA	NA
2	1	19	37	NA	NA
2	1	19	38	NA	NA
2	1	19	39	NA	NA
2	1	19	40	NA	NA
2	1	19	41	NA	NA
2	1	19	42	NA	NA
2	1	19	43	NA	NA
2	1	19	44	NA	NA
2	1	19	45	NA	NA
2	1	19	46	NA	NA
2	1	19	47	NA	NA
2	1	19	48	NA	NA
2	1	19	49	NA	NA
2	1	19	50	NA	NA
2	1	20	21	NA	NA
2	1	20	22	NA	NA
2	1	20	23	NA	NA
2	1	20	24	NA	NA
2	1	20	25	NA	NA
2	1	20	26	NA	NA
2	1	20	27	NA	NA
2	1	20	28	NA	NA
2	1	20	29	NA	NA
2	1	20	30	NA	NA
2	1	20	31	NA	NA
2	1	20	32	NA	NA
2	1	20	33	NA	NA
2	1	20	34	NA	NA
2	1	20	35	NA	NA
2	1	20	36	NA	NA
2	1	20	37	NA	NA
2	1	20	38	NA	NA
2	1	20	39	NA	NA
2	1	20	40	NA	NA
2	1	20	41	NA	NA
2	1	20	42	NA	NA
2	1	20	43	NA	NA
2	1	20	44	NA	NA
2	1	20	45	NA	NA
2	1	20	46	NA	NA
2	1	20	47	NA	NA
2	1	20	48	NA	NA
2	1	20	49	NA	NA
2	1	20	50	NA	NA
2	1	21	22	NA	NA
2	1	21	23	NA	NA
2	1	21	24	NA	NA
2	1	21	25	NA	NA
2	1	21	26	NA	NA
2	1	21	27	NA	NA
2	1	21	28	NA	NA
2	1	21	29	NA	NA
2	1	21	30	NA	NA
2	1	21	31	NA	NA
2	1	21	32	NA	NA
2	1	21	33	NA	NA
2	1	21	34	NA	NA
2	1	21	35	NA	NA
2	1	21	36	NA	NA
2	1	21	37	NA	NA
2	1	21	38	NA	NA
2	1	21	39	NA	NA
2	1	21	40	NA	NA
2	1	21	41	NA	NA
2	1	21	42	NA	NA
2	1	21	43	NA	NA
2	1	21	44	NA	NA
2	1	21	45	NA	NA
2	1	21	46	NA	NA
2	1	21	47	NA	NA
2	1	21	48	NA	NA
2	1	21	49	NA	NA
2	1	21	50	NA	NA
2	1	22	23	NA	NA
2	1	22	24	NA	NA
2	1	22	25	NA	NA
2	1	22	26	NA	NA
2	1	22	27	NA	NA
2	1	22	28	NA	NA
2	1	22	29	NA	NA
2	1	22	30	NA	NA
2	1	22	31	NA	NA
2	1	22	32	NA	NA
2	1	22	33	NA	NA
2	1	22	34	NA	NA
2	1	22	35	NA	NA
2	1	22	36	NA	NA
2	1	22	37	NA	NA
2	1	22	38	NA	NA
2	1	22	39	NA	NA
2	1	22	40	NA	NA
2	1	22	41	NA	NA
2	1	22	42	NA	NA
2	1	22	43	NA	NA
2	1	22	44	NA	NA
2	1	22	45	NA	NA
2	1	22	46	NA	NA
2	1	22	47	NA	NA
2	1	22	48	NA	NA
2	1	22	49	NA	NA
2	1	22	50	NA	NA
2	1	23	24	NA	NA
2	1	23	25	NA	NA
2	1	23	26	NA	NA
2	1	23	27	NA	NA
2	1	23	28	NA	NA
2	1	23	29	NA	NA
2	1	23	30	NA	NA
2	1	23	31	NA	NA
2	1	23	32	NA	NA
2	1	23	33	NA	NA
2	1	23	34	NA	NA
2	1	23	35	NA	NA
2	1	23	36	NA	NA
2	1	23	37	NA	NA
2	1	23	38	NA	NA
2	1	23	39	NA	NA
2	1	23	40	NA	NA
2	1	23	41	NA	NA
2	1	23	42	NA	NA
2	1	23	43	NA	NA
2	1	23	44	NA	NA
2	1	23	45	NA	NA
2	1	23	46	NA	NA
2	1	23	47	NA	NA
2	1	23	48	NA	NA
2	1	23	49	NA	NA
2	1	23	50	NA	NA
2	1	24	25	NA	NA
2	1	24	26	NA	NA
2	1	24	27	NA	NA
2	1	24	28	NA	NA
2	1	24	29	NA	NA
2	1	24	30	NA	NA
2	1	24	31	NA	NA
2	1	24	32	NA	NA
2	1	24	33	NA	NA
2	1	24	34	NA	NA
2	1	24	35	NA	NA
2	1	24	36	NA	NA
2	1	24	37	NA	NA
2	1	24	38	NA	NA
2	1	24	39	NA	NA
2	1	24	40	NA	NA
2	1	24	41	NA	NA
2	1	24	42	NA	NA
2	1	24	43	NA	NA
2	1	24	44	NA	NA
2	1	24	45	NA	NA
2	1	24	46	NA	NA
2	1	24	47	NA	NA
2	1	24	48	NA	NA
2	1	24	49	NA	NA
2	1	24	50	NA	NA
2	1	25	26	NA	NA
2	1	25	27	NA	NA
2	1	25	28	NA	NA
2	1	25	29	NA	NA
2	1	25	30	NA	NA
2	1	25	31	NA	NA
2	1	25	32	NA	NA
2	1	25	33	NA	NA
2	1	25	34	NA	NA
2	1	25	35	NA	NA
2	1	25	36	NA	NA
2	1	25	37	NA	NA
2	1	25	38	NA	NA
2	1	25	39	NA	NA
2	1	25	40	NA	NA
2	1	25	41	NA	NA
2	1	25	42	NA	NA
2	1	25	43	NA	NA
2	1	25	44	NA	NA
2	1	25	45	NA	NA
2	1	25	46	NA	NA
2	1	25	47	NA	NA
2	1	25	48	NA	NA
2	1	25	49	NA	NA
2	1	25	50	NA	NA
2	1	26	27	NA	NA
2	1	26	28	NA	NA
2	1	26	29	NA	NA
2	1	26	30	NA	NA
2	1	26	31	NA	NA
2	1	26	32	NA	NA
2	1	26	33	NA	NA
2	1	26	34	NA	NA
2	1	26	35	NA	NA
2	1	26	36	NA	NA
2	1	26	37	NA	NA
2	1	26	38	NA	NA
2	1	26	39	NA	NA
2	1	26	40	NA	NA
2	1	26	41	NA	NA
2	1	26	42	NA	NA
2	1	26	43	NA	NA
2	1	26	44	NA	NA
2	1	26	45	NA	NA
2	1	26	46	NA	NA
2	1	26	47	NA	NA
2	1	26	48	NA	NA
2	1	26	49	NA	NA
2	1	26	50	NA	NA
2	1	27	28	NA	NA
2	1	27	29	NA	NA
2	1	27	30	NA	NA
2	1	27	31	NA	NA
2	1	27	32	NA	NA
2	1	27	33	NA	NA
2	1	27	34	NA	NA
2	1	27	35	NA	NA
2	1	27	36	NA	NA
2	1	27	37	NA	NA
2	1	27	38	NA	NA
2	1	27	39	NA	NA
2	1	27	40	NA	NA
2	1	27	41	NA	NA
2	1	27	42	NA	NA
2	1	27	43	NA	NA
2	1	27	44	NA	NA
2	1	27	45	NA	NA
2	1	27	46	NA	NA
2	1	27	47	NA	NA
2	1	27	48	NA	NA
2	1	27	49	NA	NA
2	1	27	50	NA	NA
2	1	28	29	NA	NA
2	1	28	30	NA	NA
2	1	28	31	NA	NA
2	1	28	32	NA	NA
2	1	28	33	NA	NA
2	1	28	34	NA	NA
2	1	28	35	NA	NA
2	1	28	36	NA	NA
2	1	28	37	NA	NA
2	1	28	38	NA	NA
2	1	28	39	NA	NA
2	1	28	40	NA	NA
2	1	28	41	NA	NA
2	1	28	42	NA	NA
2	1	28	43	NA	NA
2	1	28	44	NA	NA
2	1	28	45	NA	NA
2	1	28	46	NA	NA
2	1	28	47	NA	NA
2	1	28	48	NA	NA
2	1	28	49	NA	NA
2	1	28	50	NA	NA
2	1	29	30	NA	NA
